Hour,Microgrid,Load,Bus,P_kW,Q_kvar
20,MG2,s95b,x95,20.132578569766263,10.066291230539912
20,MG2,s96b,x96,20.12014843943584,10.060076155322456
20,FEEDER,s98a,x98,24.192615931969844,12.097772193575688
20,FEEDER,s99b,x99,24.19159799570075,12.095788833322105
20,FEEDER,s100c,x100,26.25670217884852,13.128225423271708
20,MG3,add44,44,940.0068133131947,282.0136364309715
20,MG4,add108,108,950.7582837277366,285.24254174781834
21,FEEDER,s1a,x1,21.504294245451877,10.752802288343908
21,FEEDER,s2b,x2,10.752041083309978,5.376179240029501
21,FEEDER,s4c,x4,21.50406281408985,10.752191323772823
21,FEEDER,s5c,x5,10.61717525825233,5.308661271779588
21,FEEDER,s6c,x6,20.95884955246035,10.479562519629878
21,FEEDER,s7a,x7,10.752185252596808,5.376457855275423
21,FEEDER,s9a,x9,21.504424756791742,10.752995701535369
21,FEEDER,s10a,x10,10.450509553828674,5.22561850494292
21,FEEDER,s11a,x11,20.32014672292277,10.16075318161642
21,FEEDER,s12b,x12,10.752025933365491,5.376210348933039
21,FEEDER,s16c,x16,21.50410921567019,10.752186460528765
21,FEEDER,s17c,x17,10.75205400906447,5.376092623565567
21,FEEDER,s19a,x19,21.504542334228535,10.753243919533913
21,FEEDER,s20a,x20,20.673208768206727,10.337497901552783
21,MG1,s22b,x22,34.388128690263784,17.194758515519492
21,MG1,s24c,x24,36.00036824573567,18.000444092765964
21,MG1,s28a,x28,34.36768991739437,17.185378169839307
21,MG1,s29b,x29,0.0,0.0
21,MG1,s30c,x30,36.00036928093749,18.000448514577567
21,MG1,s31c,x31,9.00007139044881,4.500085027469808
21,MG1,s32c,x32,9.000071764361527,4.500085399464953
21,MG1,s33a,x33,34.74234029387324,17.372732994515854
21,FEEDER,s34c,x34,20.441855001580837,10.221028573680826
21,FEEDER,s52a,x52,21.50456655444682,10.753187213146468
21,FEEDER,s53a,x53,21.504601165238505,10.753226044424432
21,FEEDER,s55a,x55,9.915849609286266,4.958317192743538
21,FEEDER,s56b,x56,10.75200302202401,5.376264399620172
21,FEEDER,s58b,x58,10.589277010039511,5.294917053160008
21,FEEDER,s59b,x59,10.752017819617466,5.376304173616852
21,FEEDER,s60a,x60,10.752389458653802,5.376727694744241
21,FEEDER,s62c,x62,19.889744342007305,9.944900193188689
21,FEEDER,s63a,x63,21.504781085850148,10.75345181976316
21,FEEDER,s64b,x64,39.14295311333594,18.26790632145654
21,FEEDER,s65a,x65,12.092552152988748,1.0579421949564571
21,FEEDER,s65b,x65,12.297287364682333,1.203903119920871
21,FEEDER,s65c,x65,24.903503294148447,2.628520992440157
21,FEEDER,s66c,x66,40.32018127500691,18.816180947494367
21,FEEDER,s68a,x68,10.752402797360578,5.376753853211089
21,FEEDER,s69a,x69,21.50482028973238,10.753523557827787
21,FEEDER,s70a,x70,10.752415390656207,5.376767436620712
21,FEEDER,s71a,x71,21.504836715990137,10.753541275081137
21,MG2,s73c,x73,36.00018846230103,18.000208964555853
21,MG2,s74c,x74,39.38578400761997,19.69293019713156
21,MG2,s75c,x75,36.00020553772048,18.000228307155655
21,MG2,s76a,x76,71.07706033770505,4.393083877444486
21,MG2,s76b,x76,44.47879345024647,2.9102154669448383
21,MG2,s76c,x76,45.27767380952739,4.972239229138042
21,MG2,s77b,x77,36.000183686540005,18.001437825905402
21,MG2,s79a,x79,39.025020669022204,19.514331095069334
21,MG2,s80b,x80,36.00017678572114,18.001453421351254
21,MG2,s82a,x82,36.00158548278069,18.002849746314066
21,MG2,s83a,x83,0.0,0.0
21,MG2,s84c,x84,18.106211147914284,9.053102604215955
21,MG2,s85c,x85,36.1389968199371,18.069492797475657
21,MG2,s86b,x86,18.00008752234415,9.000726318982279
21,MG2,s87b,x87,36.0001680107273,18.001471017999098
21,MG2,s88a,x88,36.00162875177128,18.002908595401568
21,MG2,s90b,x90,34.5139510190479,17.258241981193834
21,MG2,s92c,x92,36.333146091384556,18.166545995498307
21,MG2,s94a,x94,36.00166284632042,18.00295494850598
21,MG2,s95b,x95,18.00008275473889,9.00074538971844
21,MG2,s96b,x96,18.000084260808784,9.000746733544997
21,FEEDER,s98a,x98,21.504801807320305,10.753498308630396
21,FEEDER,s99b,x99,21.5040639793975,10.752797341861134
21,FEEDER,s100c,x100,23.961827422572735,11.980932885124126
21,MG3,add44,44,880.0111965918493,264.02180545027295
21,MG4,add108,108,879.4352065736521,263.85139462277806
22,FEEDER,s1a,x1,18.816052124422416,9.408091476232793
22,FEEDER,s2b,x2,9.408078399991444,4.704278291076632
22,FEEDER,s4c,x4,18.81597968624979,9.408054594010318
22,FEEDER,s5c,x5,9.367612643931924,4.683836546306497
22,FEEDER,s6c,x6,18.644714799577006,9.322414925257192
22,FEEDER,s7a,x7,9.408042147608127,4.704040753845626
22,FEEDER,s9a,x9,18.816106967103153,9.408075864477166
22,FEEDER,s10a,x10,9.243670466603092,4.621841963567245
22,FEEDER,s11a,x11,18.164819394914577,9.082416484393363
22,FEEDER,s12b,x12,9.408110650367712,4.704348224162091
22,FEEDER,s16c,x16,18.81590338630784,9.408050506337577
22,FEEDER,s17c,x17,9.407951516987072,4.704025070953887
22,FEEDER,s19a,x19,18.816160606790117,9.40808856382886
22,FEEDER,s20a,x20,18.3149849182152,9.157489507345087
22,MG1,s22b,x22,29.272220518465545,14.637131881156972
22,MG1,s24c,x24,29.999882306388596,15.00012791736381
22,MG1,s28a,x28,29.046436834091285,14.52322553783587
22,MG1,s29b,x29,0.0,0.0
22,MG1,s30c,x30,29.99988288471065,15.000130421144334
22,MG1,s31c,x31,7.499962874740702,3.750022558881642
22,MG1,s32c,x32,7.499962984995157,3.750022668356637
22,MG1,s33a,x33,29.371851222013095,14.685935546373388
22,FEEDER,s34c,x34,18.264565150933727,9.13237288534865
22,FEEDER,s52a,x52,18.816169272767027,9.408039102394444
22,FEEDER,s53a,x53,18.816184688342062,9.408025907413517
22,FEEDER,s55a,x55,8.91001055554281,4.454957592155874
22,FEEDER,s56b,x56,9.40815736667209,4.704456056455027
22,FEEDER,s58b,x58,9.36037099488109,4.680585895835576
22,FEEDER,s59b,x59,9.408193963322695,4.704518878516978
22,FEEDER,s60a,x60,9.408126596970524,4.7039785175566
22,FEEDER,s62c,x62,17.87636421919297,8.93833033226866
22,FEEDER,s63a,x63,18.816255467206545,9.407956868353862
22,FEEDER,s64b,x64,34.691604268234705,16.19112093419116
22,FEEDER,s65a,x65,10.898433034371324,0.9661314123181678
22,FEEDER,s65b,x65,11.053161136230155,1.0768393765047803
22,FEEDER,s65c,x65,22.376209607956174,2.3458664112865373
22,FEEDER,s66c,x66,35.2794556566953,16.464024248708245
22,FEEDER,s68a,x68,9.667332161355848,4.833553479072525
22,FEEDER,s69a,x69,19.304610028431874,9.652080218627447
22,FEEDER,s70a,x70,9.641660119077718,4.820717806155711
22,FEEDER,s71a,x71,19.271317102757155,9.635434207465758
22,MG2,s73c,x73,30.89535210429311,15.44795274471224
22,MG2,s74c,x74,33.87918253706988,16.939891315740716
22,MG2,s75c,x75,30.770287236418532,15.385419543757042
22,MG2,s76a,x76,60.16622319072185,3.778432518350317
22,MG2,s76b,x76,37.6715707724784,2.4756514284484474
22,MG2,s76c,x76,38.72882756521585,4.202187213957015
22,MG2,s77b,x77,30.00094077138444,15.002254195486522
22,MG2,s79a,x79,33.701753303551875,16.850454742674458
22,MG2,s80b,x80,30.00095322078964,15.002275327163447
22,MG2,s82a,x82,30.887463663119576,15.443333901870359
22,MG2,s83a,x83,0.0,0.0
22,MG2,s84c,x84,15.56597793655455,7.783137686576556
22,MG2,s85c,x85,31.079141314922822,15.539867812590517
22,MG2,s86b,x86,15.000480805611804,7.501146751005005
22,MG2,s87b,x87,30.00098082507693,15.002328304280415
22,MG2,s88a,x88,30.540425050135426,15.269811044962024
22,MG2,s90b,x90,29.238048344246852,14.620722940989788
22,MG2,s92c,x92,31.19804024389694,15.599324524322872
22,MG2,s94a,x94,30.462348218007953,15.230764147689046
22,MG2,s95b,x95,15.000500295370971,7.501182680329356
22,MG2,s96b,x96,15.00050253324498,7.501184899317506
22,FEEDER,s98a,x98,19.3179801036961,9.658752963209675
22,FEEDER,s99b,x99,18.816524580507156,9.409341945112514
22,FEEDER,s100c,x100,21.552674170005027,10.77653226977756
22,MG3,add44,44,800.0056834250909,240.01159744435944
22,MG4,add108,108,803.2476261760713,240.9864183898772
23,FEEDER,s1a,x1,17.02402153482486,8.51202999978889
23,FEEDER,s2b,x2,8.512034049748292,4.256140669118819
23,FEEDER,s4c,x4,17.02398709431458,8.512021036282139
23,FEEDER,s5c,x5,8.52695335522602,4.263489503147375
23,FEEDER,s6c,x6,17.073732961947446,8.536890922647055
23,FEEDER,s7a,x7,8.512018634099931,4.256011462014271
23,FEEDER,s9a,x9,17.02404824656249,8.512018599085916
23,FEEDER,s10a,x10,8.42625178517729,4.213121547651788
23,FEEDER,s11a,x11,16.680905419767345,8.340441657895923
23,FEEDER,s12b,x12,8.512049560902986,4.256176726731116
23,FEEDER,s16c,x16,17.023946436653446,8.51201602380967
23,FEEDER,s17c,x17,8.511973142174096,4.256007930896284
23,FEEDER,s19a,x19,17.024074461840346,8.512017955163058
23,FEEDER,s20a,x20,16.711906935738657,8.355930376361135
23,MG1,s22b,x22,24.59398335234991,12.297489633709908
23,MG1,s24c,x24,24.799929255564397,12.400038824015494
23,MG1,s28a,x28,24.25618419027161,12.128061786862611
23,MG1,s29b,x29,0.0,0.0
23,MG1,s30c,x30,24.799929085439004,12.4000396254007
23,MG1,s31c,x31,6.199979609099276,3.1000063977566756
23,MG1,s32c,x32,6.1999796469998625,3.100006435917007
23,MG1,s33a,x33,24.53461720676021,12.26727882235547
23,FEEDER,s34c,x34,16.780582760073727,8.390331142039333
23,FEEDER,s52a,x52,17.02407885387553,8.511998225338102
23,FEEDER,s53a,x53,17.024086399115564,8.511991634891965
23,FEEDER,s55a,x55,8.212255622138011,4.106095903180893
23,FEEDER,s56b,x56,8.512070797274623,4.256230513928312
23,FEEDER,s58b,x58,8.532335426043023,4.266375888111665
23,FEEDER,s59b,x59,8.512087841908977,4.256261267612159
23,FEEDER,s60a,x60,8.512060034871945,4.255978581804375
23,FEEDER,s62c,x62,16.503880839092922,8.25200485507779
23,FEEDER,s63a,x63,17.024120924400805,8.511956858332217
23,FEEDER,s64b,x64,31.683894007036667,14.786701135546764
23,FEEDER,s65a,x65,10.075577365154505,0.9019704534824113
23,FEEDER,s65b,x65,10.196595196315597,0.9885170189777813
23,FEEDER,s65c,x65,20.643738624293157,2.155695237722903
23,FEEDER,s66c,x66,31.919721420256476,14.895987324476208
23,FEEDER,s68a,x68,8.943313123116303,4.471591040677697
23,FEEDER,s69a,x69,17.861412023564863,8.93057515874718
23,FEEDER,s70a,x70,8.921774575990625,4.4608219283412724
23,FEEDER,s71a,x71,17.83347753822149,8.916608125209407
23,MG2,s73c,x73,26.163567903622162,13.081894053090249
23,MG2,s74c,x74,28.716830347147322,14.358534615782835
23,MG2,s75c,x75,26.07563513360163,13.037927444395066
23,MG2,s76a,x76,50.65009361992962,3.2194394938023034
23,MG2,s76b,x76,31.51889932640493,2.0725768868137666
23,MG2,s76c,x76,32.71578253599834,3.5227623081977346
23,MG2,s77b,x77,24.80037880495084,12.401012449959604
23,MG2,s79a,x79,28.60057577623504,14.300065938687673
23,MG2,s80b,x80,24.80038380233863,12.401021237587292
23,MG2,s82a,x82,26.201112481227792,13.100347065049647
23,MG2,s83a,x83,0.0,0.0
23,MG2,s84c,x84,13.188122876958634,6.594120678954203
23,MG2,s85c,x85,26.33910430148301,13.169670559628521
23,MG2,s86b,x86,12.400193390515003,6.200514042016572
23,MG2,s87b,x87,24.800394257911314,12.40104208394639
23,MG2,s88a,x88,25.917227659646265,12.958404185391373
23,MG2,s90b,x90,24.477936988645222,12.23976535138358
23,MG2,s92c,x92,26.404884965602502,13.202563369816206
23,MG2,s94a,x94,25.85685865030465,12.928216149406166
23,MG2,s95b,x95,12.400200926378643,6.2005284571816635
23,MG2,s96b,x96,12.400201793678926,6.200529332363494
23,FEEDER,s98a,x98,17.873168574101424,8.936447272040775
23,FEEDER,s99b,x99,17.024236857511816,8.51267001498173
23,FEEDER,s100c,x100,19.912048396896004,9.956109032013254
23,MG3,add44,44,740.0025698834103,222.00567343124993
23,MG4,add108,108,730.9207569246429,219.28201341423545
